Id,clean_text,category
7745,censu data poverti project bring poverti garibi hatao work congress modi,2
7746,modi seek reelect varanasi lok sabha poll via,0
7747,wonder there rise commun violenc educ key make countri move forward modi cours doesnt want cuz everyon educ wouldnt,0
7748,narendra modi rahul gandhi contest south make major differ,1
7749,sahi baat hai jeetna modi sir hai pappu actual mass entertain,0
7750,modi neither,0
7751,promis rahul modi game changer,2
7752,section mediapolitician cri modi polaris brother muslim see hole pictur would apologis indian muslim,0
7753,anyth els left releas elect leav stone unturn modi parti work fulfil promis,0
7754,talk abt pulwama sir pulwama also suspici attack also indiamani voic rais also india attack conduct modi get vote come elect,0
7755,kashmir kanyakumari farooq abdulla stalin vision countri vision defeat modi mahathugbandan,0
7756,bhallasaab due apolog understood word said expect poor chap road deciph rahul gandhi know pretti well modi come back blame rahul india ill instead nehru,2
7757,pleas help get fact tulsi read constitu know,0
7758,india realli dont vote back modi rahul gandhi,1
7759,countri natur respond tweet turn vote even say vote modi problem free isnt campaign,1
7760,maddi report modi peopl industri vocifer oppos current dispens freedom express,1
7761,say correct modi honest peopl vote due track record remain ever till wish,1
7762,modi also say scheme provid,0
7763,modi promis per year know simpl math pl calcul load govern get money,0
7764,problem jealou object peopl disgust rant like back fire sinc time actor respond modi ji appeal shame,2
7765,join excit interest event team modi program organis subhassingh jamadar via namo app,1
7766,simpl samachar opinion poll show modi ahead,0
7767,look like twitter gather data peopl pro modi creat mani honeytrap fake account guess peopl follow twitter account delet bjp cell need keep watch,0
7768,context also agre modi patholog liar promis lk everi citizen run elect point someon forget finger point back,0
7769,modi isnt campaign first phase day away need counter jumla rahul incom popul,1
7770,appeal indian voter pool booth enmass dont purchas laughabl promis biggest challeng save nation visionless politician countri superior interest modi,1
7771,ye right bhakt cant stay quit problem also habit aur see chowkidar narendra modi,1
7772,modi campaign coimbator swiss,0
7773,ye willmak sure nobodi vote unskil incap man likemodi biggest disast nation may await till bhakt keep tweet,1
7774,lack propaganda spread congress modi indic estim black money outsid india,2
7775,she nobodi desper tri relev includ standup comedi brigad antimodi narr look scenario stand comedian appar doesnt demand brain knowledg wisdom,2
7776,nice video relat industri noida gener multipl job opportun youth modi,1
7777,question other parti dont guy highlight achiev alway speak modi hai modi hai,1
7778,realli want right know follow give way modi strengthen india min pidi search bit fame modi bash bad mouth follow also youll get deserv,2
7779,rs year crore famili lakh thousand crore year girlsir need badminton court school rahul gandhiw dont moneymodi given money ambani,0
7780,congress yr rule farmer loan requir waiv loan modi cudn provid job made jobless yr long mismanag,2
7781,indian rest till modi remov done much damag keep wait aach din,1
7782,dont worri tere sare khate band jayeng modi wala bhi,0
7783,air india decid roll back board pass bear photograph modi gujarat vijay rupani came critic,0
7784,made modi congressonia mamnmohan gandhi cours pple india,0
7785,what wrong say abt program call vibrant gujarat inaugur narendra modi wrong govern definit lose elect worri even photo,2
7786,prime minist narendra modi gave india majboot sarkar strong govern strong govern one helpless everyon india know want helpless govern deb said,1
7787,phat gayi imran masood want behead modi,0
7788,pleas understand promis lakh crore peopl next five year lakh billion peopl like modi understand differ,1
7789,open bank account modi regim valid,0
7790,surprisingli noth congress say anyth modi bhai kuch toh sharam karo,1
7791,two way uplift poor need lot effort fund chang definit poverti line modi use later one without spend one rupe,2
7792,whatabouteri perfevlctlt possibl defeat modi elect prove state democraci thrive fascism everyon right want need approv support,1
7793,everi nri technic love modi due except abil devalu indian rupe nri oppos modi one conscienc sad india becom arguabl worst india ever,2
7794,amend modi shown intent right thing year suffic reelect campaign indian voter lot patienc actual result,1
7795,want modi dictat,0
7796,modi vijay pathak get bjp ticket dhaurahra constitu sure winbesid prove asset,1
7797,promot movi cant better anti modi campaign show vivek oberoi screen modi,1
7798,anoth level know secret,2
7799,logic lac everi account promis modi complet feasibl wonder correct back simpl fact india race populist bottom sinc one want polici everyon want outdo freebi,1
7800,place could chill vacat,0
7801,nirav modi rajat gupta leak confidenti board inform violat insid trade norm real crimin raj rajratnam,2
7802,sell tshirt want million unemploy indian sell pakoraonc cheat indian mani pakora sell buy one tshirt make moneymodi,1
7803,china welcom friendli modikhan exchang pakistan nation day china protect terrorist masood azhar kill crpf jawan pulwama terrorist attack china dont support india pakistan sponsor terror vand mataram jai hind,1
7804,guy anoth level know secret,2
7805,wash face first fact check photo clean ganga doctor,1
7806,cut way like jet surviv modi afford let jet fold clock postpon inevit elect expens taxpay,0
7807,could kickstart campaign meerut march yogi up polarisarion tempo ask mathura rld kept silent samajwadi parti got jat youth kill muzzafarnagar stori,2
7808,someon ask rahul upa india enough money buy even rafal aircraft badli need last year someth must chang believ enough money pay k everyon infact acredit modi govt,2
7809,repres film made narendra modi launch day elect purpos polit produc actor belong bjp director involv vibrant gujarat viol norm,2
7810,act work,0
7811,dont worri talk prime minist modi help pakistan girl,0
7812,would allow six year old daughter marri year old man aisha father resist marriag first sign common marri one year old period viewpoint,1
7813,obsess bjp modi insati desir see defeat tiviti impuls support divid rule hindu sourc counterforc understand angst experi see gyanvapi kashi yet poke,2
7814,doesnt look like modi,0
7815,true april arriv modi indian expect lest one spot jump india displac japan becom thirdlargest world economi term ppp world bank via,1
7816,tell everyon use name prefix actual name,0
7817,modi promis lac,0
7818,biggest failur modi address rural distress may cost elect india shine want see one loos badli,2
7819,cong champion foe afraid modi produc movi nehru fake gandhi dynasti releas,2
7820,redi meet india persist modi,0
7821,congress someth favour bjp modi support dont want movi get releas ever vivek oberoi bad actor dsnt look good charact,1
7822,yah moditrick lieli lie confus,0
7823,put kanhaiya modi still kanhaiya win mile consid debat two beat usain bolt,1
7824,that wow less mm spent modi sarkar,1
7825,what wrong say abt program call vibrant gujarat inaugur narendra modi wrong govern definit lose elect afraid even photo lolso funni,2
7826,election gain momentum nda nonnda neutral antimodi allianc call allianc unholi unprincipl opportunist think allianc right except almost rare,1
7827,yeh mamu chowkidar chor rs lakh per account gone fake agenda bjp modi,2
7828,modi vadra,0
7829,tweet scheme make peopl weak misus taxpay money fav parti announc recent alway better research,1
7830,spent yr protect modi scam lac govt employe get salari time shame sanghi,2
7831,give pakistani citizen without valid proof pakistan ask question governmnt theu answer noth frm side blame game one point modi threaten expect give whoever want,2
7832,better respond like celebr modi urg differ section socierti target request ignor type sick mental,2
7833,dear pai big modi promis lakh modinom found year pleas wait next year answer question,0
7834,one practic move modi govern modi hai mumkin hai vote modiji lead nda,1
7835,total anti modi he option dont like current govt polici congress come better polici address issu relev pappu elect sure one man show think bad,1
7836,becom nation respond mass stockholm syndrom grip collect psych dhimmitud dna ever hindu sikh jain etc grow spine rest come automat,0
7837,shut modi promis lakh account,0
7838,like farmer waiv loan modi govt freebi,0
7839,would say support bjp crime support modi amit shah crimin front eye,2
7840,countri institut compromis tyrant modi brutal major parliament,2
7841,ehich bjp offic bearer delhi done delhi bjp surviv coz modi delhi,0
7842,ethic pmahajanjo apn sasur bhala nahi kar sakawoh kya karegaov grab law biz gone bad worseterrorshellingmartyr doubl weak terror wloanswriteoffbiggest scam histori,2
7843,india market elect tourism forget taj mahal modi ralli,0
7844,mean modi transform chowkidar chaiwala span yr question lakh promis,0
7845,dont worri take care garibmodi includedwais bhi woh bahut garib ghar seh hai,0
7846,modi hater hate modi that okay vote congress get implement go cost lakh crore money come subsid everyth price fall upon nuthead,1
7847,would like know view economist question modi govt rahul cant speak hypocrit noth els,0
7848,think like thing modi promis deliv lakh everi indian account elect gonna bring big amount aloosona machin scam upa regim done,0
7849,say also see sli tweet convers call previliga would like stop engag modi econom aggress propoor view ubi thank,1
7850,boss want fake anyway per guy anti modi good modi seen guy say fake data present prais modi guy say fake tomorrow nsso releas data favour bjp say fake,2
7851,watch speech said said aalosoda machin never gave proof modi said lie haunt like lie rafel go haunt futur,0
7852,one valid reason correct lakh everi account statement reason modi never made statement given paid media gullibl ppl began repeat without question sourc,1
7853,make awar racist divid modi govern pleas preach young mind vote anyon chor chowkidar,1
7854,chang profil pictur add strength movement appeal one join prime minist modi shri endeavour,0
7855,ofcours modi tri shift narr toward cannot expect sit back let rahul gandhi take headlin momentum band narr shift karn mein toh mein phd kar thi,0
7856,modi give lac crore adani ambani corpor master what wrong rahul gandhi give rs poorest poor indian shd well come initi,2
7857,rememb rajiv gandhi said cong rule social benefit reach poor intend rest siphon that modi poor open bank account direct transfer make differ one trust anymor,2
7858,joke apart minist modi regim work peak develop mani horizon hope would face think vote bjp,1
7859,learn manner live cultur countri know modi gujrat ban enter polit benefit polici chang,1
7860,balanc one modi five year prove sustain econom growth incompat toxic hindutva polit via,1
7861,chor aur thug kuchh bhi bol sakt hain modi came straight way got yoga intern day cong cud decad,1
7862,akbaruddin owaisi say provid whistl hat chowkidar modi,0
7863,true lost frd bcz support modi fir toh mujh toh akela jaunga,1
7864,groundbreak announc shri india poorest reciev per year crore famili crore peopl benefit landmark decis modi work ambani work india,0
7865,ye movi harm good modi ban,1
7866,nobodi question modi promis lakh everi citizen account politician make fals promis,2
7867,here answer black money recoveri,2
7868,modi modi modi omg jaw crush instantli,2
7869,differ modi creat wealth give peopl loot india wealth tri distribut wealth creat modi tri take credit cheap stuff,1
7870,modi given done,0
7871,true everyon race populist bottom fals say modi promis lac help video modi promis lac account similar rahul promis today,2
7872,congress pidi disclos wealth narendra modi pappu,0
7873,els expect moron like blind oppos modi even differenti right wrong,2
7874,arun jaitley suggest despond congress mani leader wish quit rahul gandhi leadership,1
7875,author encyclopedia siter bbc cnn right say modi divid,1
7876,ye inde nation go modi sarkar doubt,0
7877,modi alreadi achiev,0
7878,pappu chor hai even scare thought pappu becom next stay sharp smart pl vote modi desh bachao pappu bhagaoo,1
7879,cri modi unviabl idea give lakh everi indian account still promis year peopl earn even,1
7880,modi come contest bangalor win world look bangalor bangalor sound intern level,1
7881,let see analys seen video modi scheme let see complet imposs india budget lakh crore hai pta kais ayega,2
7882,believ fact famou hide,1
7883,think repli modi tweet,0
7884,think modi need actual good market strategi bcz he person sold sentenc nobodi think,1
7885,sell tshirt team sell,0
7886,other believ provid peopl amen free cost narendra modi believ empow peopl way would abl afford amen without depend other,1
7887,board pass issu air india pictur prime minist narendra modi gujarat chief minist vijay rupani come critic day pm photo railway ticket creat furor pti,0
7888,actual goe like elect ralli said much black money stash abroad brought back person wld get lakh accountso hav pick lakh rupe,2
7889,would modern modi one notic know simpl squar squiggl art day america contribut cultur,0
7890,bjp leader claim said wors liend everi leader said type thing even modi also call jumlaa,1
7891,modi govt gener enough money last yr,1
7892,soher updat pais aan rhetoh modi aur unki paltan pais walo dosti aur khud kaam bnya aur unka kaam kiya chokidaari higher class poor middl one,2
7893,one statement win elect without campaign mukesh bhai announc modi jio remov everywher,1
7894,accept modi govern crore poor ppl new india anoth jumla modi,2
7895,given crore poor famili mean lakh crore requir know month budget india promis amount monthli budget india common use logic call everyon modi bhakt realli educ doubt,0
7896,pleas one statement win elect without campaign announc modi jio remov everywher,1
7897,yeah grandma start war poverti time parti power assault poverti end like nyayfor congress mean famili recov loss must made modi rule,1
7898,like modi repli love letter,1
7899,real fact chowkidar narendra modi best option next prime minist sri narendra modi anoth planet search,1
7900,great innoc mind see conflict interest use good offic make peopl believ messeng ask follow vote gee know modi mean could anyon still tri figur,1
7901,pleas enlighten plan intend fund ambiti scheme even bother list consequ scheme would come viabl plan sure vote modi,1
7902,point simpl modi urg tell peopl vote respons citizen agreedwhat hard understand,2
7903,ye bebeh that realli import even make awar choos best modi,1
7904,congress plan mega opposit defeat brand modi bjp upcomin via,0
7905,might frm nirav modi,0
7906,india cleric hindu would given ministri women child develop modi,0
7907,ravichandran ashwin tweet request modi ipl season cant sacrific one match cast vote guess money matter,1
7908,seem like dhume readi give anoth year,1
7909,say self respect woman see woman sing prais modi woman life charl shobraj readi marri jail woman cost benefit analysi everyth saniti love,1
7910,waiv lakh crore croni capitalist good economi right also give thousand crore mallya nirav modi must nation interest pay crore crore rafal save indian money,1
7911,that mulla modi anti hindu didnt appoint shree lal krishna adavani presid india bco upper class hindu may pass bill upper class hindu like,0
7912,bjp leader expel parti six year direct bjp state presid,0
7913,offer pakistanw indian happi ever get today govern modi,1
7914,complet farm loan waiver sinc disturb loan credit disciplin financi system modi mistak doesnt allow take insan decis desper polit,2
7915,truth come nation see hidden visibl develop work modi govern,2
7916,scheme modi good defeat leadershipdont overconfid time otherwis cant win frm jabalpur polit meet peopl listen carefullythi friendli advic youoverconfid candid go loos time,1
7917,dear modi sir along famili copaingn tri bring famili support prifix chowkidar name possibl tk,1
7918,problem anusha one pleas read context two request came modi person handl pmo handl differ,0
7919,pl give evid modi give lakh everyon journalist tell truth,0
7920,headlin file nomin first phase lok sabha elect end today prime minist narendra modi urg voter across countri vote relief robert vadra delhi,1
7921,never thought triangl realli think modi freebi excit,1
7922,anoth civil bite dust,0
7923,delight particip autokoottam organis intuc auto rickshaw driver manaveeyam veedhi rage modi strongest among work class whose back broken exorbit fuel price demonetis,1
7924,much get paid tweet save littl digniti stay polit psjai mon dude serious gonna get paid say tri say modi jai jai hind way,2
7925,air india board pass modi photo kick row later airlin withdraw,0
7926,constitut posit becom joke modi raj,0
7927,modi special chowkidari spend million trillion rupe get post nation want know,1
7928,crore amount debt waiv modi super rich farmer stf,1
7929,see piss modi rnthat doesnt give shit sayingbro use credibl thing speech thing never let win lok sabha seat modi tum sab baap hai baap,1
7930,hard work jumla modi,2
7931,read second part tweet bulli peopl campaign narendra modi contest democraci work,0
7932,ye vote educ leader chaiwala andpah destroy economi abki baar modi berozgaar,0
7933,shashik dont need guidanc know one thing chownkidaar modi help big gun like ambani adani ramdev bla bla,0
7934,cong alway deliv whatev promis biggest gift food secur rti rte,0
7935,tim draper could also plz urg indian prime minist narendra modi adopt boost indian economi leader lack vision clariti understand indian economi,0
7936,make good point indian voter hook get free stuff govt bjpmodi conservativenobodi indian elector system here counter cong focu state govt poor record,1
7937,air india decid withdraw board pass photograph prime minist narendra modi gujarat chief minist passeng complain monday say violat model code conduct,2
7938,far better promis made modi even appli partial loam waiv,1
7939,give insur scheme whole countri absolut alloc budget agre fact may gandhi scion modi countri run optic noth substanc,1
7940,sir hearti advanc congratul win victori rd mayw want bjp front foot leaderw grate work ghar ghar modi baar baar modijai hind sirbharat mata kijai,1
7941,ye swami defeat hand modi latest cartoon lost trust,1
7942,modi prime minist,0
7943,concern modi ji friend got loan waiver lakh crore whose money dont wreck brain financ econom sell tshirt pleas,2
7944,travel week next look forward vivek oberoistarr modi biopic btw smile still ghar mein ghu maareng mode,1
7945,amidst scream opposit parti long year even video clip modi promis circul one opposit without promis present elect campaign know fall flat face,2
7946,social proport dont matter scale matter modi congress cant say one good wrong limit point,1
7947,inhuman bikash come chowkidhar modi chowkidhar raksha kornewala hoti hai modi gundha nehi indian muslim give singl vote modi,2
7948,k crore spent modi imag build travel year known rti bring peopl poverti level lead circul good servic good economi higher product peopl self depend,1
7949,anyway meant becoz said agar aagr itn rupiy aay lakh milega ppl ask utn rupiy kaha aay lakh milega,0
7950,ye rahul gandhi defeat modi gujrat home ground defeat loksabha,0
7951,may plan bring back black money modi promis,2
7952,anoth scam benefit anil ambani bankrupt modi rafal offset,0
7953,need worri critis ubi scheme promis pappu peopl know famili know noth poverti poor trust modi deliv also dont diss idea ubi pmksi also wait bjp manifesto may announc even,1
7954,modi waiv loan lakh crore croni friend rahul gandhi assur k per fli,1
7955,coprat modi countri,0
7956,enjoy full video india great comedian dialogu master modi pappu rahul gandhi big competit go,1
7957,indian happi modi hope peopl give befit repli fake promis,1
7958,good question,1
7959,pl dont deflect success modi war black money stash abroad via,1
7960,life long modi,2
7961,ace spinner ravichandrannbspashwinnbspmak special request modi ahead lok sabha elect read,1
7962,absolut correct time must show video modi speech promis lac,1
7963,sab dekho tax payer money modi use,0
7964,make modi,0
7965,vote modi chang regret like million other,0
7966,want fool citizen countri help eco system afraid modi get anoth term india peopl tri turn india anoth venezuela let,2
7967,pleas add trade tweet also tweet modi arun jait bjp rahul congress,0
7968,yogi fail could successor modi way alway rss dream instal peshwa delhi throne section problem wife wannab michel obama,2
7969,rememb poor peopl run away vijay malya nirav modi mehul chokshi type ppl given money congress lead upa govt corrupt top time obvious congress leader must earn money generos thiev,1
7970,modi launch attack opposit betray ram manohar lohia principl,0
7971,sir point grammat mistak either shri modi modi shri modi,0
7972,modi waiv lakh croni friend cant rahul make happen,0
7973,man retir narendra modi,0
7974,appreci clarif brother peac everi right vote modi campaign messeng inevit disgruntl citizen also tell upset,1
7975,continu natendra modi project cant believ congress,0
7976,bjp keep call parti differ modi come hydka give lectur inc fuck decad parti havent done shit yr nda,2
7977,see per month modi rahul problem bhakt select one problem bless base deiti logic doesnt work anyway either bhakt modi bhakt pleas carri defend,2
7978,india unemploy rate highest year report jobless rate stand shame modi govt job promis crore year crore job provid data avail sourc,1
7979,fact modi hidden lakh fisic budget show budget expens,2
7980,hire good foreign coach u senior team think busi lok sabha elect busi call modi hitler chalta hai right,1
7981,believ implement k month deliv everi poor rajasthan chatisgarh reduc k per month post elect say modi gave money anil cannot give anyth,2
7982,kill peopl destroy famili sank peopl despair desper modi continu defend,2
7983,cong plunder india year bring money swiss account back india modi promis object achiev,0
7984,suggest take time learn constitu know tulsi seem,0
7985,well els endia go decid buy defend doesnt know pakistan arm servic strategi capabl play fair guy obvious moodi modi think game,1
7986,anoth landsid victori modi,0
7987,nirav modi case full timelin one spare corrupt repeat one,1
7988,ofcours keep shout antimodi slogan someth like bharat tere tukd hong look well librandu,1
7989,modi day,0
7990,misunderstood anti modi jst qsning rule parti doesnt matter itbcz ppl elect develop nation reject opp,0
7991,cr multipli lead lac crore beyond indian budget think need mental health treatment becom brother modi,2
7992,one common factor parti work day day win modi ye coursein thier person style,1
7993,would vote thief rather terrorist pleas stand modi whomev want pleas dont stand terrorist,0
7994,deliv box commit modi,0
7995,modi intellig failur sacrif score jawan die due lack bullet proof vest grow,1
7996,replac word pakistani indian india imran modi problem mindset indian want passport sold soul pak,0
7997,understand modi bjp given jumla,0
7998,taskent file feel promis vivek oberoi prime minist modi good work,1
7999,modi connect peopl seoul via,0
8000,modi announc basic incom support super move rahul announc min basic incm poorest disast get urself unbias ask gonna gener revenu thisweth cost capit expenditur gonna charg fat rich ass,1
8001,would perceiv like krishna khushboo modi nomin kamal also swach bharat side polit spectrum well,0
8002,dear meet anu rawat mother two commit support plan travel uttrakhand uttar pradesh cast vote support modi,0
8003,modi best,1
8004,grammat incorrect modi shri modi shreeman modi shri arent use togeth,0
8005,brahmin cant becom chowkidar say subramanian swami tamil news,0
8006,narcissm delus damag brand sink air india like stupidest idea frustrat mind,2
8007,master sirji also know flaw promis promis journal turn presstitut look call modi jumlebaaz,2
8008,ambani adani acquir asset modi periodneeraj modimalya got loan modi periodcan govt stop one court order impound affidavit govt job start bank get order,0
8009,great see parti play poor offer cash vote last time modi commit fill bank account poor grace allah pakistan elect engag bribe although class poor honor digniti prevail,2
8010,modi roadshow varanasi draw huge crowd via,1
8011,probabl modi lakh elect alway promis modiji longer nose,0
8012,,0
8013,niti aayog seem imbib qualiti utter gibberish modi,0
8014,adani power allow set thermal power plant jharkhand coal base thermal power plant need via,1
8015,reaction meh let explain way modi ask maddi tweet polio cancer awar use person twitter handl accept would reaction toward reaction differ requestor,0
8016,errhow implement modi destroy economi bl dy congi fraud leav countri alon,0
8017,bjp worker modi becom governor kalyan singh india news time india constitut presid remov governor presid act prove govt destroy constitut,0
8018,declin unorganis economi modi,0
8019,defeat modi els prime minist ever arvind kejriw time india,0
8020,serious gave econom time toi critic modi necessari use hindu wire go way cook figur report least use neutral sourc regard black money modi taken step,2
8021,save advic modi shah yogi alway discuss subjudic case babri demolit elect meet,0
8022,peopl celebr holiday elect day picnic stuff without cast vote encourag vote necessari crime pretend plz put asid antimodi agenda sec,2
8023,crminal jagan father corrupt take busi holder alreadi prove case jagan cbi etc jail morethan one year proof jail support bjp modi hold cbi safe,1
8024,god bless husband like modi,0
8025,never approach modi precis,1
8026,adani ambani bjp minist leader free loader govt paid work upfront feed need person famili exampl beti bchao beti padao spent bjpmodi person profil promot program,1
8027,well rahul thank bjp modi calcul work due bjp modi might abl distribut money demonet increas taxpay gst increas money suppli govern,1
8028,highlight arvind kejriw claim bjp form next govern centr narendra modi becom prime minist countri forev said bjp come power elect thereaft make alleg,0
8029,attempt curtail thought intellect result modi govern insecur purushottam agarw professor author write,0
8030,final indian sane analysi last month humili face modi fellow safron terrorist,0
8031,entrepreneur pride job creator keep abus modi strengthen entrepreneur,0
8032,request congress parti ban modi film,0
8033,fake promis continu congress,2
8034,meanwhil modi arm twist sbi give cr jetairway,2
8035,one tell modi hidden lakh crore expens loan add fiscal deficit per cag,2
8036,watch video way use slang modi doesnt make hero aveng least modi doesnt use slang oppon,2
8037,live planet past yr realiz modi socialist come,2
8038,unfan time back dog whistl modi mean took right decis unfan,1
8039,freebi accord thing imagin announc lash cri like crocodil tear deserv give free thing peopl india,1
8040,elect give common man power crush corrupt politician ill intent loot india vote modi,2
8041,tri distribut wealth creat modi tri take credit,0
8042,empti chair welcom yogi adityanath dream girl hema malini uttar pradesh modi wave uttar pradesh support swept away modi wave,2
8043,that definit bhakt know noth believ everyth whatsapp even poorest poor pay tax india call indirect tax daili basi congress brought poverti gud bye dear nvr trust modi,2
8044,narcissist want pictur everywher would love see face toilet paper bring modi,1
8045,threaten behest modi,0
8046,pleas sir ban krwa dou alway think favour modiso good see,1
8047,good see self proclaim liber freedom express peopl upset celebr even repli modi,1
8048,want meet modi heard chai wala boy,0
8049,misunderstand antimodi say toler modi may say soft side modi,1
8050,good decis nationalist join bjp strengthen hand modi,1
8051,modi gave lack core friend way,0
8052,attack indian narendra modi attack modi india start via,0
8053,remind school dy evn one sec tlk class teacher design teacherspet cast sociallyabus mole etc etc modi jofferi ramsay bolton ye modi hater mad men armi north wall,2
8054,aamin khuda bast chup burna compel halala per holi epic quran plz dont make comment upon religion majhab nahi shikhta aapa bair rakhna act per establish ritual tabhi mumkin hai kunki modi hai,1
8055,ye one vote defeat modi stop spread hatr societi want one doesnt respect women call girl friend,1
8056,rubbish he badmouth pakistan polit gain accept like amit shah modi disgust unaccept,2
8057,least give poor famili boss gave nirava modi rs mallya sandesara lalit modi pl dont forget aadani anil ambani,2
8058,kejri definit make statement usual curs modi well,2
8059,pleas understand promis lakh crore peopl next five year lakh billion peopl like modi understand differ indian nation congress indian youth congress,1
8060,good leader ignor deliv vote basi anyth like come power hope believ bring peopl togeth divid rule last yr saw modi friend got richer day day even bhakt got noth,1
8061,rahul gandhi resign narendra modi launch scheme give farmer eve elect,0
8062,modi promis lakh bhakth sleep,0
8063,ye modi best india,1
8064,keep mind modi prime minist countri elect need support go modi bjp pleas dont countri,0
8065,everyon hate modi karthik seem normal everyon hate,2
8066,simpli congress recollect tax friend modi better bjp work manifesto noth add promis yet fulfil,1
8067,peopl like fallen vote modi,0
8068,vote congress sir rattl alreadi jumla sir like lakh blackmoney job per year msp congress care need poorunderprivileg,0
8069,indian foreign polici modi era,2
8070,modi againdont fool ppl like ppl yrsc develop last yrseveri citizen happi,1
8071,individu choic support anyon choic support congress public platform vote modi,1
8072,baapu karthik upset thay gayo atlu emnu profil follow power profil influenc klout score aney mota bhai even tag movi star get tag felt bad yaa pl tell modi yaaa linkedin post peopl want action,2
8073,pleas help anshul saxena motto dire need help india leav anshul talent patriot wast hope pleas help modi,2
8074,yesmodi fail control pakistanuncheck attack armyjawan unpreced casualti jawansdispalac citizen attack pak across border happeningonli cong ensur peac vote check pak,1
8075,mullah accomplic alreadi arrest pray tell fascist modi regim done far,1
8076,ais bol rahe hain jais bjp modi era main gareebi madam actual increas year chawkidaar data bhi chor hain,1
8077,first glimps mrro,1
8078,kept lower incom section age divid cast religion exploit vote right modi fail come back india loot ruin ever,2
8079,strong modi suddenli thought give money poor actual made poor misrul year,2
8080,anoth feather cap modi govt imf term india fastest grow largest economi,0
8081,born nyay putrika gave slogan garibi hathao daili see patient go cabin say cant afford cancer treatment give medicin kill weep facesbhayya aap desh rehn saab till die,0
8082,honest wors come lie broken teethwel end lot broken teeth come may modi aisa laat marega tum jaisey logon seedha pakistan gutter main jaakey girogey,1
8083,modi himalaya tall need human pyramid thousand peopl reach height pidi pyramid come,0
8084,year modi rule couldnt prove singl call scam,2
8085,shame modi shame,0
8086,ask question syllabu pleas annoy otherwis start cri rafal ambani modi,2
8087,modi govt acceler action taken corrupt get jail soon possibl cant come parliament cost continu,1
8088,modi retweet link buy main bhi chowkidar merchandis,1
8089,agre state goal modi achiev end make vulner fall knee crimin act unorganis sector enemi need put besid fact cash flow increas,2
8090,modi allowt fecil chowkidar didnt make press confer tell nation toward achiv problem chowkidar,0
8091,utter hypocrisi congress modi biopicviol elector code conductcongress move court howev rahul announc per annum direct cash day elect violat code conduct bjp silent,1
8092,modi pvt capac met chines envoy secretli reveal deploy indian forc doklam first deni meet later accept chines accept right modi secretli met chines minist visit kailash mansarovar right,1
8093,peopl live didi street want new think narendra modi visit mamata banerje hood find,1
8094,join modi muheem,0
8095,that exactli system modi tri chang definit talk,1
8096,best wish sir resound victori nagpur peopl nagpur certainli ensur comprehens victori effici minist narendra modi cabinet work done depart india unpreced god bless,1
8097,said thing modi nomin candid wasnt given ministeri posit put margdarshak mandal doesnt receiv ticket yer old,1
8098,even maddi campaign modi rule democrat countri decid campaign let add give hypothet scenariow know maddi meant tweet unless prefer analys,0
8099,yogi opposit star campaign,0
8100,side bro everyth soft modi,1
8101,sashakt bharat tejaswini ananth kumar popular sympathi even modi noth,1
8102,yaar rahul gandhi deservea chanc think modi give chanc pakistan india modi fix hai,0
8103,go pay pocket drain indian economi gave modi make indian lazi like give job work,2
8104,hoard modi leader pull everywher per ec instructionsthen movi allow screen india base violat code conduct,2
8105,paralymp medalist deepa malik join bjp prais modi,0
8106,econom independ modi rahul ubi disastr give incent peopl work modi cant chang fundament econom,2
8107,journalist cannot see chosen modi toadi,0
8108,dip dip new voter young india credit modi wave dip disadvantag modi go hurt opposit disadvantag disadvantag watch,1
8109,news anchor said modi promis deposit lakh person channel need run bite modi effect cant must say sorri countri misinform get away,2
8110,senior bjp leader expel refer modi prachar mantri elect news,0
8111,karnan lodg fir accus expos corrupt judiciari system gujarat commun riot murder chaiwala modi amit shah ill gotten bail chief justic satha sivam kerala governor appoint nuclear rafal demonetis scam wwi mahabharat,2
8112,promis job nowher sight distress among farmer modi turn transform leader hope would leverag histor major reform vigor gurcharan da toi march,0
8113,ye that right upa modi state govt ruin ruin agricultur intend push modi ubi raga classic problemreactionsolut scam western thug,1
8114,ask modi last elect promis l,0
8115,modi croni bail croni loot scoot tax money extent cr spent moment talk sanghisbhakt arm modi noth hurt economi,2
8116,vote power tool democraci use protect nation vote modi,1
8117,seen modi successor shah candidatur replac advani gandhinagar within bjp tag close amitbhai like badg honour bjp sidestep murali advani,0
8118,votesupport everyth modi sarkaar,0
8119,mani leader brought signific chang indian economi modi fool raga want destroy indian economi baseless scheme idea one day say wave farm loan next day come mig,1
8120,last fifti year thief pay singl penni poor modi help farmer thief start fake claim first rahul bring money stolen famili last fifti year rate per year poor get lac,2
8121,last tri modi spokesperson go fail forev ever insha allah,2
8122,know law india crime state subject expect modi act strongli crime rule state case perpetr punish law els need sham,1
8123,exassam tarun gogoi slam modi neglect bjp veteran,0
8124,mrmodi still dust mirror washlook,0
8125,best indian air forc armi happi see grow strength armi day day thank modi govern make possibl inde,1
8126,send comedi also plenti comedi fake dialogu modi cant post teas papputhink elig teas pappu man lot blunder front peopl india abroad,2
8127,heard modi show aap adalat sunday,0
8128,stop troll modi plz,0
8129,easili dacoit fool common peopl want power cost sorri vote modi,2
8130,chanc bjp modi restor power elect,0
8131,good idea fund rais ralli rich who thd rich world air condit stadium high price entri ticket hope modi draw event,1
